originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
Girls Getaway Gone Wrong 2,"(5, 6]",2022,86,86,6,1,62,tvMovie,False,True,False,2,86,['US'],Thriller,5.5,4,0
Are they Here? UFOs Caught on Camera,"(4, 5]",2020,92,23,1,0,30,movie,False,True,False,1,23,['GB'],Documentary,4.5,1,0
Rosen blühen auf dem Heidegrab,"(6, 7]",1952,92,106,13,0,30,movie,False,True,False,5,106,['XWG'],Drama,6.5,8,0
Three Hungry Boys,"(6, 7]",2010,24,23,1,0,18,tvSeries,True,True,False,1,23,['GB'],Documentary,6.5,1,0
The Lily of the Tenements,"(5, 6]",1911,17,26,1,0,15,short,False,True,False,1,26,['US'],"Drama,Short",5.5,1,0
Aitsu,"(5, 6]",1991,118,15,0,0,15,movie,False,True,False,2,15,['JP'],Drama,5.5,0,7
I'm Not Alone,"(5, 6]",2023,92,10,2,0,35,movie,False,True,False,3,10,['US'],Thriller,5.5,0,0
Sanglyusahoe,"(5, 6]",2018,92,1345,28,1,37,movie,False,True,False,24,1346,['KR'],"Crime,Drama,Romance",5.5,11,0
Battle Royale,"(7, 8]",2016,49,3098,17,0,232,tvEpisode,False,True,False,1,3102,['US'],"Drama,Horror,Sci-Fi",7.5,13,0
G Kutta Se,"(8, 9]",2017,104,56,7,1,49,movie,False,True,False,1,56,['IN'],Drama,8.5,12,3
Beauty on the Beach,"(7, 8]",1950,7,48,1,0,18,short,False,True,False,1,48,['US'],"Animation,Romance,Short",7.5,2,0
"Un uomo, una città","(6, 7]",1974,114,116,6,0,74,movie,False,True,False,9,116,['IT'],"Crime,Drama",6.5,5,0
Vratar,"(6, 7]",1936,75,137,10,0,20,movie,False,True,False,2,137,['SUHH'],"Comedy,Musical,Sport",6.5,0,0
Vendetta: A Christmas Story,"(7, 8]",1997,21,89,1,0,16,short,False,True,False,1,89,['US'],"Action,Comedy,Short",7.5,5,0
The Close Call,"(7, 8]",1985,48,73,1,0,79,tvEpisode,False,True,False,1,75,"['US', 'GB']","Drama,Romance",7.5,0,0
1454,"(8, 9]",1975,28,11,0,0,41,tvEpisode,False,True,False,1,11,['US'],"Family,Fantasy,Music",8.5,0,0
Das Águas que Passam,"(8, 9]",2016,23,10,4,0,16,short,False,True,False,2,10,['BR'],"Documentary,Short",8.5,0,6
The Last Book - L'ultimo libro,"(6, 7]",2012,92,11,1,0,28,movie,False,True,False,1,11,['IT'],Drama,6.5,0,0
Pervaya perchatka,"(6, 7]",1947,77,82,13,0,49,movie,False,True,False,10,82,['SUHH'],"Comedy,Musical,Romance",6.5,0,0
Heaven Sent,"(5, 6]",1994,91,280,12,1,67,movie,False,True,False,12,280,['US'],"Drama,Fantasy",5.5,9,1
Poem 8,"(6, 7]",1932,13,180,2,0,6,short,False,True,False,1,180,['US'],Short,6.5,1,0
Amateur,"(5, 6]",2018,96,5221,20,1,663,movie,False,True,False,19,5226,['US'],"Drama,Sport",5.5,39,0
Matar a la bestia,"(5, 6]",2021,79,321,6,1,105,movie,False,True,False,21,322,"['AR', 'BR', 'CL']","Drama,Fantasy,Mystery",5.5,16,4
Scorsese on 'A Matter of Life and Death',"(5, 6]",2009,71,10,1,0,8,video,False,True,False,1,10,['US'],"Documentary,Short",5.5,1,0
"Oh, What a Beautiful Mourning","(8, 9]",1972,30,100,11,0,29,tvEpisode,False,True,False,1,100,['GB'],Comedy,8.5,5,0
Jay Sebring.... Cutting to the Truth,"(7, 8]",2020,91,145,17,1,151,movie,False,True,False,3,144,['US'],"Biography,Documentary",7.5,10,1
Alles außer Sex,"(5, 6]",2005,60,95,1,0,175,tvSeries,True,True,False,3,95,['DE'],"Comedy,Drama,Romance",5.5,0,0
Arthana,"(5, 6]",1993,92,15,1,0,23,movie,False,True,False,1,15,['IN'],Drama,5.5,0,0
The Crooked Web,"(5, 6]",1955,77,531,4,0,71,movie,False,True,False,9,532,['US'],"Crime,Drama,Film-Noir",5.5,25,0
"My Husband, the Producer","(3, 4]",1974,67,11,0,0,12,movie,False,True,True,2,11,['US'],Adult,3.5,1,0
Hugo,"(4, 5]",1994,30,35,4,0,9,tvSeries,True,True,False,1,35,['DE'],Game-Show,4.5,0,0
The Best Bits,"(6, 7]",2022,29,17,0,0,69,tvEpisode,False,True,False,1,17,['GB'],"Comedy,Game-Show",6.5,0,0
The Donut All-Stars,"(6, 7]",1995,71,9,1,0,46,video,False,True,False,1,9,['US'],"Drama,Family,Musical",6.5,0,0
Ke Hoach Doi Chong,"(5, 6]",2018,88,43,2,0,5,movie,False,True,False,5,43,['VN'],"Drama,Romance",5.5,0,0
Episode #1.63,"(6, 7]",1999,60,9,1,0,25,tvEpisode,False,True,False,7,9,['AR'],"Comedy,Drama,Romance",6.5,0,0
Romangseu,"(6, 7]",2006,106,133,27,1,14,movie,False,True,False,5,133,['KR'],Romance,6.5,4,0
Where There's Smoke...,"(7, 8]",2016,43,287,2,0,131,tvEpisode,False,True,False,1,287,['US'],"Action,Crime,Drama",7.5,0,0
Rydderevolusjonen,"(6, 7]",2022,53,10,16,0,15,tvSeries,True,True,False,1,10,['NO'],Reality-TV,6.5,0,1
Mister Funn Man,"(8, 9]",2022,22,6,4,0,6,short,False,True,False,1,6,['US'],"Horror,Short",8.5,0,0
Champ d'honneur,"(6, 7]",1987,87,84,2,0,108,movie,False,True,False,5,84,['FR'],"Drama,History,War",6.5,3,4
Help Me Understand,"(7, 8]",2023,14,24,1,0,38,short,False,True,False,1,24,['US'],Short,7.5,3,1
Eat Your Heart Out,"(6, 7]",1966,30,222,12,0,39,tvEpisode,False,True,False,1,222,['US'],"Comedy,Family",6.5,5,0
Dead Hunt,"(5, 6]",2007,85,49,2,0,27,video,False,True,False,1,49,['US'],Horror,5.5,5,0
The Hour of the Wolf,"(8, 9]",1996,43,713,220,0,99,tvEpisode,False,True,False,1,713,['US'],"Action,Adventure,Drama",8.5,3,0
Lottery,"(3, 4]",2009,92,23,2,0,47,movie,False,True,False,2,23,['IN'],"Crime,Drama,Mystery",3.5,0,0
Going Home,"(7, 8]",1965,30,11,0,0,31,tvEpisode,False,True,False,1,11,['US'],Drama,7.5,0,0
Zenich uvízl,"(5, 6]",1976,42,9,19,0,19,tvMovie,False,True,False,1,9,['CSHH'],Comedy,5.5,0,0
Armored Core: Project Phantasma,"(7, 8]",1997,28,28,1,1,32,videoGame,False,True,False,1,28,['JP'],"Action,Adventure,Sci-Fi",7.5,0,0
Tom Petty & the Heartbreakers,"(8, 9]",1999,40,11,0,0,24,tvEpisode,False,True,False,1,11,['US'],"Biography,Documentary,Music",8.5,1,0
Khun chand ram,"(3, 4]",2022,88,8,3,0,22,movie,False,True,False,5,8,['TH'],"Comedy,Horror",3.5,0,0
Anxious America,"(8, 9]",2019,66,26,1,1,9,movie,False,True,False,1,26,['US'],Documentary,8.5,2,0
The Suzie Simone Caper,"(7, 8]",1970,51,38,1,0,36,tvEpisode,False,True,False,1,38,['US'],"Action,Adventure,Crime",7.5,0,0
Peek-a-Boo,"(7, 8]",1987,62,132,0,0,9,movie,False,True,True,1,132,['US'],Adult,7.5,0,0
The Last Day of the Rest of Your Life,"(8, 9]",1999,40,62,1,0,81,tvEpisode,False,True,False,1,62,['US'],"Drama,Family,Fantasy",8.5,0,0
Hester Street,"(6, 7]",1975,92,2048,8,1,73,movie,False,True,False,19,2048,['US'],"Drama,Romance",6.5,67,5
Episode #1.22,"(5, 6]",2006,40,13,0,0,121,tvEpisode,False,True,False,7,13,['TR'],"Action,Drama,Romance",5.5,0,0
"Otoko wa tsurai yo: Haikei, Kuruma Torajiro sama","(6, 7]",1994,101,72,23,0,38,movie,False,True,False,3,72,['JP'],"Comedy,Drama",6.5,1,0
Party Girl,"(6, 7]",1983,42,12,0,0,6,video,False,True,True,1,12,['US'],"Adult,Short",6.5,0,0
Am I Having Fun!,"(6, 7]",1936,18,10,8,0,28,short,False,True,False,1,10,['US'],"Comedy,Short",6.5,1,0
Sam's Women,"(7, 8]",1982,30,1227,11,0,76,tvEpisode,False,True,False,1,1227,['US'],"Comedy,Drama",7.5,6,0
Best Ed,"(5, 6]",2008,53,136,27,0,138,tvSeries,True,True,False,3,136,['CA'],"Animation,Comedy",5.5,0,0
La Storia,"(7, 8]",1986,240,136,3,0,74,tvSeries,True,True,False,13,136,"['IT', 'FR', 'XWG', 'ES']",Drama,7.5,3,0
W-PINK II,"(5, 6]",1986,67,116,0,0,16,video,False,True,True,1,116,['US'],"Adult,Comedy",5.5,1,0
Lost in the Bewilderness,"(8, 9]",2014,92,92,2,0,9,movie,False,True,False,3,92,"['GR', 'US']","Biography,Documentary,Family",8.5,1,1
The Stuff of Heroes,"(6, 7]",1995,21,10,9,0,4,tvEpisode,False,True,False,1,10,"['CA', 'US']","Action,Animation,Sci-Fi",6.5,0,0
Bob's Birthday,"(6, 7]",1993,12,1042,9,0,46,short,False,True,False,7,1043,"['CA', 'GB']","Animation,Comedy,Short",6.5,9,6
Sullivan & Son,"(6, 7]",2012,30,2297,52,4,334,tvSeries,True,True,False,7,2297,['US'],Comedy,6.5,42,0
La muñeca tetona,"(7, 8]",2017,13,37,1,0,26,short,False,True,False,1,37,['MX'],"Documentary,Short",7.5,0,3
The One Man Jury,"(5, 6]",1978,98,256,16,0,105,movie,False,True,False,15,256,['US'],"Action,Crime,Drama",5.5,15,0
El circo,"(6, 7]",1949,18,20,0,0,4,short,False,True,False,1,20,['ES'],Short,6.5,0,0
Karatel,"(7, 8]",1969,85,37,1,0,30,movie,False,True,False,3,37,['SUHH'],"Drama,Romance",7.5,0,0
"To Sir with... Ah, What the Heck... Love","(6, 7]",1992,30,96,1,0,71,tvEpisode,False,True,False,1,96,['US'],Comedy,6.5,0,0
Rock Video,"(6, 7]",1990,25,160,1,0,73,tvEpisode,False,True,False,1,160,['US'],"Adventure,Comedy,Drama",6.5,2,0
A Man Could Get Killed,"(5, 6]",1966,97,564,67,0,75,movie,False,True,False,24,564,['US'],"Comedy,Thriller",5.5,21,1
The Scooby-Doo Project,"(7, 8]",1999,16,1002,5,0,15,tvShort,False,True,False,2,1003,['US'],"Adventure,Animation,Comedy",7.5,10,1
Jagged Alliance: Deadly Games,"(8, 9]",1996,28,74,1,1,43,videoGame,False,True,False,1,74,"['CA', 'US']",Action,8.5,3,0
Aparan,"(9, 10]",2024,13,25,6,1,16,short,False,True,False,1,26,['AE'],"Comedy,Fantasy,Short",9.5,4,0
Falling for the Great Onizuka,"(8, 9]",1999,23,205,6,0,26,tvEpisode,False,True,False,1,205,['JP'],"Animation,Comedy,Drama",8.5,0,0
Desperate Chocolate,"(5, 6]",2015,21,12,1,0,20,short,False,True,False,1,12,['US'],"Comedy,Romance,Short",5.5,0,0
Now What?!,"(7, 8]",2016,53,36,21,0,40,tvSeries,True,True,False,5,37,['US'],"Comedy,Drama,Romance",7.5,2,0
Zoizoglyphes,"(5, 6]",2021,7,5,0,0,8,short,False,True,False,1,5,['FR'],"Animation,Short",5.5,0,1
Tata mía,"(6, 7]",1986,92,173,4,0,80,movie,False,True,False,3,173,['ES'],"Comedy,Drama",6.5,1,3
"Frau Rettich, die Czerni und ich","(6, 7]",1998,95,246,6,0,174,movie,False,True,False,3,246,['DE'],Comedy,6.5,6,1
Dedka i repka,"(6, 7]",1970,3,12,2,0,13,tvShort,False,True,False,5,12,['SUHH'],"Animation,Comedy,Short",6.5,0,0
Tag 21: Ich gebe dir auch gerne meine Nummer,"(6, 7]",2020,117,6,1,0,304,tvEpisode,False,True,False,1,6,['DE'],"Game-Show,Reality-TV",6.5,0,0
Maribel y la extraña familia,"(6, 7]",1960,98,125,19,0,54,movie,False,True,False,4,126,['ES'],Comedy,6.5,2,2
Al Shaweesh Hassan,"(3, 4]",1988,100,11,1,0,11,movie,False,True,False,1,11,['EG'],Action,3.5,0,0
Bei Thea,"(7, 8]",1988,81,15,0,0,45,tvMovie,False,True,False,1,15,['XWG'],Drama,7.5,1,2
Murder at Monte Carlo,"(7, 8]",1935,70,48,5,0,21,movie,False,True,False,2,48,['GB'],"Crime,Drama",7.5,0,0
Shark Tale: Learn to Dance,"(7, 8]",2005,71,26,1,0,8,video,False,True,False,2,26,['US'],"Documentary,Short",7.5,1,0
La cruz de un ángel,"(4, 5]",1929,32,9,2,0,15,short,False,True,False,1,9,['VE'],"Drama,Short",4.5,0,0
Age Doesn't Matter,"(6, 7]",1981,120,15,0,0,19,movie,False,True,False,3,15,['PH'],Comedy,6.5,0,0
Deception,"(7, 8]",1946,115,4267,114,1,88,movie,False,True,False,22,4267,['US'],"Drama,Film-Noir,Music",7.5,105,0
Stadtficker 5,"(8, 9]",2014,142,7,0,0,8,video,False,True,True,1,7,['DE'],Adult,8.5,0,0
Warlords,"(6, 7]",1981,28,46,1,0,2,videoGame,False,True,False,1,46,['US'],"Family,Fantasy",6.5,0,0
Paisà,"(7, 8]",1946,120,9772,40,0,58,movie,False,True,False,28,9774,['IT'],"Drama,War",7.5,93,12
I Gonna Fuck You Back to the Stoneage,"(6, 7]",1989,92,71,0,0,1,movie,False,True,False,1,71,['AT'],"Documentary,Sport",6.5,2,0
The Gift of the Koodjanuk,"(8, 9]",1963,60,18,0,0,30,tvEpisode,False,True,False,1,18,['US'],Drama,8.5,0,0
Dialog över druvor,"(6, 7]",2002,71,13,0,0,16,video,False,True,False,1,13,['SE'],"Drama,Short",6.5,0,0
Pilot,"(7, 8]",2020,47,2701,117,0,375,tvEpisode,False,True,False,1,2702,['US'],"Crime,Drama,Mystery",7.5,16,0
Il faut sauver Saïd,"(5, 6]",2008,90,15,0,0,31,tvMovie,False,True,False,2,15,['FR'],"Drama,Family",5.5,0,0
Dr. Jekyll and Mr. Hyde,"(4, 5]",2008,89,1371,5,0,113,tvMovie,False,True,False,11,1371,['CA'],"Horror,Sci-Fi,Thriller",4.5,34,0
A Piece of the Roc,"(8, 9]",1992,40,11,0,0,22,tvEpisode,False,True,False,1,11,['US'],"Comedy,Drama",8.5,0,0
Metsänpeitto,"(6, 7]",2012,21,14,0,0,16,short,False,True,False,4,14,['FI'],"Biography,Documentary,Fantasy",6.5,0,0
Vocational Education,"(6, 7]",1983,40,92,1,0,42,tvEpisode,False,True,False,1,92,['US'],"Comedy,Family,Music",6.5,0,0
Fly Away Home: Part I,"(7, 8]",1961,50,109,11,0,40,tvEpisode,False,True,False,1,109,['US'],"Adventure,Crime,Drama",7.5,3,0
Merupu,"(6, 7]",1996,92,11,2,0,12,movie,False,True,False,1,11,['IN'],Action,6.5,0,0
Kiberpapa,"(6, 7]",2023,30,49,2,0,87,tvSeries,True,True,False,1,49,['RU'],Comedy,6.5,0,0
Ralph Macchio,"(3, 4]",2022,40,10,0,0,12,tvEpisode,False,True,False,1,10,['US'],Talk-Show,3.5,0,0
Namjachingoo,"(7, 8]",2018,60,2572,243,2,25,tvSeries,True,True,False,21,2580,['KR'],"Drama,Romance",7.5,70,0
Amala Kamala,"(4, 5]",1971,73,17,4,0,28,tvMovie,False,True,False,1,17,['SE'],Drama,4.5,0,0
Jig-a-Bobo,"(8, 9]",2020,59,2193,18,1,633,tvEpisode,False,True,False,1,2192,['US'],"Drama,Fantasy,Horror",8.5,32,0
Poétique du cerveau,"(6, 7]",2015,66,9,2,0,11,movie,False,True,False,2,9,"['FR', 'IL']",Documentary,6.5,0,0
El sudor de los ruiseñores,"(7, 8]",1998,117,34,1,0,48,movie,False,True,False,2,34,['ES'],"Drama,Musical,Romance",7.5,1,0
"Into That Good Night, Part I","(6, 7]",1997,40,277,1,0,109,tvEpisode,False,True,False,1,277,['US'],"Comedy,Drama",6.5,1,0
El báculo de Ayshel,"(7, 8]",2020,40,24,0,0,33,tvEpisode,False,True,False,1,24,['ES'],"Action,Adventure,Animation",7.5,2,0
Bound Destiny,"(5, 6]",1994,58,17,0,0,6,video,False,True,False,1,17,['US'],Adventure,5.5,1,0
Ddeoss-da! Pae-mil-li,"(5, 6]",2015,53,20,1,0,14,tvSeries,True,True,False,5,20,['KR'],"Comedy,Drama,Romance",5.5,0,2
Chalk,"(6, 7]",1997,30,139,15,0,91,tvSeries,True,True,False,4,139,['GB'],Comedy,6.5,8,0
Episode #1.569,"(5, 6]",1990,28,9,0,0,17,tvEpisode,False,True,False,7,9,['GB'],"Crime,Drama,Romance",5.5,0,0
H2O: Just Add Water: Metamorphosis - Season 1 Movie,"(6, 7]",2007,90,14,0,0,5,tvMovie,False,True,False,2,15,['AU'],"Family,Fantasy",6.5,0,0
Riot in Juvenile Prison,"(4, 5]",1959,71,157,12,0,38,movie,False,True,False,7,157,['US'],"Crime,Drama,Thriller",4.5,10,0
Bouncing Back,"(7, 8]",2016,43,2722,19,0,250,tvEpisode,False,True,False,1,2723,['US'],"Action,Adventure,Drama",7.5,12,0
Lee Hurst: Live,"(6, 7]",1997,73,11,3,0,2,video,False,True,False,1,11,['GB'],"Comedy,Documentary",6.5,0,0
A Good Game--Karloff & Lugosi at Universal--Part Two--The Raven,"(7, 8]",2019,71,8,1,0,18,video,False,True,False,1,8,['US'],"Documentary,Short",7.5,0,0
Inside the Simpsons,"(7, 8]",2023,53,13,4,0,64,tvSeries,True,True,False,1,13,['DE'],Documentary,7.5,0,0
The Cure for Insomnia,"(4, 5]",1987,92,422,1,0,5,movie,False,True,False,12,422,['US'],"Documentary,Music",4.5,6,1
Les trois cousins,"(8, 9]",1970,21,13,3,0,11,short,False,True,False,1,13,['FR'],"Comedy,Drama,Short",8.5,1,0
Antenna,"(7, 8]",2006,12,186,1,0,42,tvEpisode,False,True,False,1,187,['US'],"Animation,Comedy",7.5,0,0
16 and Missing,"(4, 5]",2015,87,447,107,1,56,tvMovie,False,True,False,9,447,['US'],Thriller,4.5,15,0
L'esclave blanche,"(6, 7]",1939,98,63,5,0,57,movie,False,True,False,12,63,['FR'],"Comedy,Drama",6.5,2,0
Another Country,"(8, 9]",1990,47,88,1,0,62,tvEpisode,False,True,False,1,88,['US'],"Drama,Romance",8.5,0,0
Un piede in paradiso,"(5, 6]",1991,95,1406,35,0,101,movie,False,True,False,14,1406,['IT'],"Comedy,Fantasy",5.5,3,0
The Notorious Sophie Lang,"(6, 7]",1934,64,93,7,0,52,movie,False,True,False,12,93,['US'],"Comedy,Crime",6.5,11,0
Kylie Jenner: Billion Dollar Baby,"(0, 1]",2020,92,191,1,0,16,movie,False,True,False,2,191,['GB'],"Biography,Documentary",0.5,0,0
Episode #3.1,"(8, 9]",2020,40,33,0,0,9,tvEpisode,False,True,False,7,33,['GB'],"Game-Show,Reality-TV",8.5,0,0
Turn Off Your Bloody Phone: FFIDENT20,"(3, 4]",2019,6,6,1,0,38,short,False,True,False,1,6,['GB'],"Comedy,Short",3.5,0,0
2018: The Ultimate Test,"(6, 7]",2021,111,68,2,1,24,movie,False,True,False,4,68,['US'],Documentary,6.5,0,0
Une conquête,"(6, 7]",1909,13,11,0,0,4,short,False,True,False,6,11,['FR'],"Comedy,Short",6.5,0,0
Animal Hospital,"(7, 8]",1994,30,71,3,0,31,tvSeries,True,True,False,3,71,['GB'],Documentary,7.5,0,6
Breaking,"(2, 3]",2007,12,47,1,0,16,short,False,True,False,1,47,['GB'],Short,2.5,0,2
The Slave,"(5, 6]",1909,13,50,1,0,19,short,False,True,False,1,50,['US'],"Drama,Short",5.5,3,0
Aatomik,"(5, 6]",1970,9,54,9,0,6,short,False,True,False,2,54,['SUHH'],"Animation,Sci-Fi,Short",5.5,0,0
Frauenehre,"(6, 7]",1918,13,7,0,0,11,short,False,True,False,1,7,['AT'],Short,6.5,0,0
MotorStorm: Apocalypse,"(6, 7]",2011,28,183,2,3,40,videoGame,False,True,False,2,183,['GB'],Action,6.5,2,0
Moeder Suriname,"(7, 8]",2023,71,22,0,0,9,movie,False,True,False,1,22,['NL'],Documentary,7.5,1,0
Outlaw Treasure,"(8, 9]",1955,65,59,2,0,25,movie,False,True,False,6,59,['US'],Western,8.5,0,0
Much Ado About Nothing,"(6, 7]",1978,81,35,1,0,10,tvMovie,False,True,False,2,35,"['GB', 'US']","Comedy,Romance",6.5,0,0
Never Say When,"(7, 8]",2015,20,50,1,0,78,tvEpisode,False,True,False,1,50,['US'],Comedy,7.5,0,0
Whispering Smith Speaks,"(7, 8]",1935,65,53,6,0,27,movie,False,True,False,7,53,['US'],Western,7.5,2,0
Clon,"(6, 7]",2005,95,20,1,0,19,movie,False,True,False,1,20,['AR'],"Drama,Sci-Fi,Thriller",6.5,0,0
"Oh, Those Hats!","(6, 7]",1963,30,37,1,0,38,tvEpisode,False,True,False,1,37,['US'],"Comedy,Family,Fantasy",6.5,0,0
Robert Preston,"(7, 8]",1963,30,23,1,0,20,tvEpisode,False,True,False,1,23,['US'],"Family,Game-Show",7.5,0,0
A Shot in the Dark,"(6, 7]",1981,30,97,0,0,42,tvEpisode,False,True,False,1,97,['US'],Comedy,6.5,0,0
Utan dig,"(7, 8]",2003,29,8,1,0,18,short,False,True,False,3,8,['SE'],"Drama,Short",7.5,0,0
Choices,"(9, 10]",2020,40,35,1,0,47,tvEpisode,False,True,False,1,35,['IN'],Drama,9.5,0,0
"The Long, Long Trail","(6, 7]",1929,58,22,2,0,21,movie,False,True,False,4,22,['US'],Western,6.5,1,0
The Garden House,"(7, 8]",1964,51,226,13,0,43,tvEpisode,False,True,False,1,226,['US'],"Adventure,Crime,Drama",7.5,7,0
Episode #1.101,"(1, 2]",1965,105,114,0,0,11,tvEpisode,False,True,False,7,114,['US'],Talk-Show,1.5,0,0
Guns of Banaras,"(5, 6]",2020,134,251,1,1,96,movie,False,True,False,3,251,['IN'],Action,5.5,2,0
Korosu no yameta!! Majin Bû yoi ko sengen,"(7, 8]",1995,24,1256,1,0,55,tvEpisode,False,True,False,1,1257,['JP'],"Action,Adventure,Animation",7.5,2,0
"You're a Good Man, Andy Brown","(7, 8]",2006,43,67,1,0,90,tvEpisode,False,True,False,1,67,['US'],Drama,7.5,0,0
The Gloves Are On,"(7, 8]",2016,42,643,6,0,109,tvEpisode,False,True,False,1,645,['US'],"Drama,Mystery,Romance",7.5,3,0
The Fighting Redhead,"(6, 7]",1949,92,62,9,0,41,movie,False,True,False,2,62,['US'],Western,6.5,4,0
Gaiji keisatsu: Sono otoko ni damasareruna,"(6, 7]",2012,128,73,1,0,37,movie,False,True,False,5,73,['JP'],Drama,6.5,1,0
"Hear Me, Touch Me, Heal Me","(8, 9]",2002,44,18,1,0,51,tvEpisode,False,True,False,1,18,['AU'],Drama,8.5,0,0
Wahlkampf 1932 (Letzte Wahl),"(6, 7]",1932,13,22,0,0,4,short,False,True,False,1,22,['DE'],"Documentary,Short",6.5,0,0
A Little Late to Grow a Pair,"(8, 9]",2016,52,1812,8,0,275,tvEpisode,False,True,False,1,1815,['US'],"Action,Crime,Drama",8.5,4,0
Sailor Beware,"(6, 7]",1927,20,14,3,0,9,short,False,True,False,1,14,['US'],"Comedy,Short",6.5,2,0
Wind Fever,"(6, 7]",1966,60,10,31,0,32,tvEpisode,False,True,False,1,10,['US'],"Adventure,Comedy,Crime",6.5,2,0
Les rois mongols,"(7, 8]",2017,102,343,16,0,118,movie,False,True,False,7,343,['CA'],Drama,7.5,11,15
1818,"(4, 5]",1997,101,11,1,0,15,movie,False,True,False,3,11,['KR'],Drama,4.5,0,0
Tag für Tag,"(8, 9]",1965,90,14,0,0,13,tvMovie,False,True,False,1,14,['XWG'],Drama,8.5,0,0
Future Shock,"(6, 7]",1990,24,50,1,0,61,tvEpisode,False,True,False,1,50,['US'],"Comedy,Family",6.5,0,0
Aathma Bandhuvu,"(7, 8]",1962,92,31,1,0,16,movie,False,True,False,1,31,['IN'],Drama,7.5,1,0
"The Reason Super High School-Level Bad Luck Attracted Super High School-Level Murder, Super High School-Level Execution and Super High School-Level Despair","(7, 8]",2013,24,100,1,0,24,tvEpisode,False,True,False,1,100,['JP'],"Action,Animation,Crime",7.5,0,0
Kalosorises erota,"(8, 9]",1985,71,11,1,0,15,video,False,True,False,1,11,['GR'],"Comedy,Romance",8.5,0,0
Anushka,"(7, 8]",2020,50,45,0,0,427,tvEpisode,False,True,False,1,45,['ES'],"Drama,Thriller",7.5,0,0
The Flaming Heart,"(5, 6]",2021,53,159,8,0,16,tvSeries,True,True,False,4,159,['CN'],"Action,Drama",5.5,0,0
Belushi's Toilet,"(4, 5]",2014,53,194,7,0,94,tvSeries,True,True,False,1,194,['CA'],"Comedy,Drama,Sci-Fi",4.5,2,2
Lightning Triggers,"(5, 6]",1935,58,19,7,0,31,movie,False,True,False,5,19,['US'],Western,5.5,0,0
Bragas húmedas,"(5, 6]",1984,92,13,0,0,7,movie,False,True,False,2,13,['ES'],Drama,5.5,0,0
Pfeile im Tennengau,"(6, 7]",1997,47,10,0,0,43,tvEpisode,False,True,False,1,10,['AT'],"Comedy,Crime",6.5,0,0
Rupan sansei: Walther P38,"(7, 8]",1997,93,569,5,0,240,tvMovie,False,True,False,7,570,['JP'],"Action,Adventure,Animation",7.5,11,0
Lalpurja,"(9, 10]",1995,53,18,1,0,7,tvSeries,True,True,False,1,18,['NP'],"Comedy,Drama",9.5,0,0
Wiz Khalifa,"(8, 9]",2019,40,6,0,0,165,tvEpisode,False,True,False,1,6,['US'],Comedy,8.5,0,0
The Unclean Green,"(7, 8]",1960,30,8,86,0,36,tvEpisode,False,True,False,1,8,['US'],"Adventure,Crime,Drama",7.5,1,0
Mary Reilly,"(5, 6]",1996,108,15979,31,1,198,movie,False,True,False,31,15983,"['US', 'GB']","Drama,Horror,Romance",5.5,170,6
Iowa Is Closed Today,"(8, 9]",2010,24,8,0,0,54,short,False,True,False,1,8,['US'],"Comedy,Short",8.5,0,0
Furin,"(6, 7]",1965,90,11,1,0,13,movie,False,True,False,2,11,['JP'],Drama,6.5,1,0
Hit Men,"(8, 9]",2016,88,13,4,0,34,movie,False,True,False,2,13,['US'],Drama,8.5,0,0
The Night of the Wolf,"(7, 8]",1967,40,181,2,0,38,tvEpisode,False,True,False,1,181,['US'],"Action,Adventure,Western",7.5,2,0
Andrew Dice Clay: Assume the Position,"(7, 8]",1996,82,69,1,0,8,tvSpecial,False,True,False,1,69,['US'],"Comedy,Documentary",7.5,3,0
Ahí vienen los Argumedo,"(7, 8]",1962,92,6,1,0,28,movie,False,True,False,1,6,['MX'],"Drama,Western",7.5,0,0
Holy Punch,"(5, 6]",2024,98,26,1,0,5,movie,False,True,False,8,26,['KR'],"Action,Drama",5.5,0,0
Return to Sender,"(7, 8]",2018,13,7,12,0,116,short,False,True,False,1,7,['CA'],"Adventure,Comedy,Fantasy",7.5,0,0
Speaking Directly,"(7, 8]",1973,110,61,0,0,4,movie,False,True,False,1,61,['US'],"Documentary,Drama",7.5,2,0
How to Save a Life,"(8, 9]",2024,42,107,15,0,206,tvEpisode,False,True,False,1,108,"['CA', 'US']",Drama,8.5,0,0
Staff Room,"(7, 8]",2014,53,15,1,0,69,tvSeries,True,True,False,1,15,['GB'],Comedy,7.5,0,0
First Jump,"(6, 7]",2020,28,23,6,0,4,videoGame,False,True,False,1,23,['TR'],Action,6.5,0,0
Príklady táhnou,"(7, 8]",1939,85,57,1,0,27,movie,False,True,False,2,57,['CSHH'],Comedy,7.5,0,0
"Yves Montand, l'ombre au tableau","(7, 8]",2016,55,11,5,0,18,tvEpisode,False,True,False,2,11,['FR'],"Biography,Documentary",7.5,0,0
The Little Fish,"(6, 7]",1993,45,175,1,0,99,tvEpisode,False,True,False,1,176,['US'],"Drama,Romance",6.5,1,0
La maudite,"(6, 7]",1949,76,6,0,0,29,movie,False,True,False,1,6,['BE'],"Drama,Mystery",6.5,0,0
