originalTitle,rating,startYear,runtimeMinutes,awardWins,numVotes,totalImages,totalCredits,titleType,AwNmExWins,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal
Mash Ville,"(6, 7]",2024,126,2,18,1,7,movie,1,False,True,False,1,18,['KR'],Thriller,6.5,11
Girls Getaway Gone Wrong 2,"(5, 6]",2022,86,0,86,6,62,tvMovie,0,False,True,False,2,86,['US'],Thriller,5.5,4
Are they Here? UFOs Caught on Camera,"(4, 5]",2020,92,0,23,1,30,movie,0,False,True,False,1,23,['GB'],Documentary,4.5,1
Rosen blühen auf dem Heidegrab,"(6, 7]",1952,92,0,106,13,30,movie,0,False,True,False,5,106,['XWG'],Drama,6.5,8
Three Hungry Boys,"(6, 7]",2010,24,0,23,1,18,tvSeries,0,True,True,False,1,23,['GB'],Documentary,6.5,1
The Lily of the Tenements,"(5, 6]",1911,17,0,26,1,15,short,0,False,True,False,1,26,['US'],"Drama,Short",5.5,1
Aitsu,"(5, 6]",1991,118,7,15,0,15,movie,0,False,True,False,2,15,['JP'],Drama,5.5,0
I'm Not Alone,"(5, 6]",2023,92,0,10,2,35,movie,0,False,True,False,3,10,['US'],Thriller,5.5,0
Sanglyusahoe,"(5, 6]",2018,92,0,1345,28,37,movie,0,False,True,False,24,1346,['KR'],"Crime,Drama,Romance",5.5,11
Battle Royale,"(7, 8]",2016,49,0,3098,17,232,tvEpisode,0,False,True,False,1,3102,['US'],"Drama,Horror,Sci-Fi",7.5,13
G Kutta Se,"(8, 9]",2017,104,0,56,7,49,movie,3,False,True,False,1,56,['IN'],Drama,8.5,12
Beauty on the Beach,"(7, 8]",1950,7,0,48,1,18,short,0,False,True,False,1,48,['US'],"Animation,Romance,Short",7.5,2
"Un uomo, una città","(6, 7]",1974,114,0,116,6,74,movie,0,False,True,False,9,116,['IT'],"Crime,Drama",6.5,5
Vratar,"(6, 7]",1936,75,0,137,10,20,movie,0,False,True,False,2,137,['SUHH'],"Comedy,Musical,Sport",6.5,0
Vendetta: A Christmas Story,"(7, 8]",1997,21,0,89,1,16,short,0,False,True,False,1,89,['US'],"Action,Comedy,Short",7.5,5
The Close Call,"(7, 8]",1985,48,0,73,1,79,tvEpisode,0,False,True,False,1,75,"['US', 'GB']","Drama,Romance",7.5,0
1454,"(8, 9]",1975,28,0,11,0,41,tvEpisode,0,False,True,False,1,11,['US'],"Family,Fantasy,Music",8.5,0
Das Águas que Passam,"(8, 9]",2016,23,3,10,4,16,short,3,False,True,False,2,10,['BR'],"Documentary,Short",8.5,0
The Last Book - L'ultimo libro,"(6, 7]",2012,92,0,11,1,28,movie,0,False,True,False,1,11,['IT'],Drama,6.5,0
Pervaya perchatka,"(6, 7]",1947,77,0,82,13,49,movie,0,False,True,False,10,82,['SUHH'],"Comedy,Musical,Romance",6.5,0
Heaven Sent,"(5, 6]",1994,91,1,280,12,67,movie,0,False,True,False,12,280,['US'],"Drama,Fantasy",5.5,9
Poem 8,"(6, 7]",1932,13,0,180,2,6,short,0,False,True,False,1,180,['US'],Short,6.5,1
Amateur,"(5, 6]",2018,96,0,5221,20,663,movie,0,False,True,False,19,5226,['US'],"Drama,Sport",5.5,39
Matar a la bestia,"(5, 6]",2021,79,1,321,6,105,movie,3,False,True,False,21,322,"['AR', 'BR', 'CL']","Drama,Fantasy,Mystery",5.5,16
Scorsese on 'A Matter of Life and Death',"(5, 6]",2009,71,0,10,1,8,video,0,False,True,False,1,10,['US'],"Documentary,Short",5.5,1
"Oh, What a Beautiful Mourning","(8, 9]",1972,30,0,100,11,29,tvEpisode,0,False,True,False,1,100,['GB'],Comedy,8.5,5
Jay Sebring.... Cutting to the Truth,"(7, 8]",2020,91,0,145,17,151,movie,1,False,True,False,3,144,['US'],"Biography,Documentary",7.5,10
Alles außer Sex,"(5, 6]",2005,60,0,95,1,175,tvSeries,0,True,True,False,3,95,['DE'],"Comedy,Drama,Romance",5.5,0
Arthana,"(5, 6]",1993,92,0,15,1,23,movie,0,False,True,False,1,15,['IN'],Drama,5.5,0
The Crooked Web,"(5, 6]",1955,77,0,531,4,71,movie,0,False,True,False,9,532,['US'],"Crime,Drama,Film-Noir",5.5,25
"My Husband, the Producer","(3, 4]",1974,67,0,11,0,12,movie,0,False,True,True,2,11,['US'],Adult,3.5,1
Hugo,"(4, 5]",1994,30,0,35,4,9,tvSeries,0,True,True,False,1,35,['DE'],Game-Show,4.5,0
The Best Bits,"(6, 7]",2022,29,0,17,0,69,tvEpisode,0,False,True,False,1,17,['GB'],"Comedy,Game-Show",6.5,0
The Donut All-Stars,"(6, 7]",1995,71,0,9,1,46,video,0,False,True,False,1,9,['US'],"Drama,Family,Musical",6.5,0
Ke Hoach Doi Chong,"(5, 6]",2018,88,0,43,2,5,movie,0,False,True,False,5,43,['VN'],"Drama,Romance",5.5,0
Episode #1.63,"(6, 7]",1999,60,0,9,1,25,tvEpisode,0,False,True,False,7,9,['AR'],"Comedy,Drama,Romance",6.5,0
Romangseu,"(6, 7]",2006,106,0,133,27,14,movie,0,False,True,False,5,133,['KR'],Romance,6.5,4
Where There's Smoke...,"(7, 8]",2016,43,0,287,2,131,tvEpisode,0,False,True,False,1,287,['US'],"Action,Crime,Drama",7.5,0
Rydderevolusjonen,"(6, 7]",2022,53,0,10,16,15,tvSeries,1,True,True,False,1,10,['NO'],Reality-TV,6.5,0
Mister Funn Man,"(8, 9]",2022,22,0,6,4,6,short,0,False,True,False,1,6,['US'],"Horror,Short",8.5,0
Champ d'honneur,"(6, 7]",1987,87,2,84,2,108,movie,2,False,True,False,5,84,['FR'],"Drama,History,War",6.5,3
Help Me Understand,"(7, 8]",2023,14,0,24,1,38,short,1,False,True,False,1,24,['US'],Short,7.5,3
Eat Your Heart Out,"(6, 7]",1966,30,0,222,12,39,tvEpisode,0,False,True,False,1,222,['US'],"Comedy,Family",6.5,5
Dead Hunt,"(5, 6]",2007,85,0,49,2,27,video,0,False,True,False,1,49,['US'],Horror,5.5,5
The Hour of the Wolf,"(8, 9]",1996,43,0,713,220,99,tvEpisode,0,False,True,False,1,713,['US'],"Action,Adventure,Drama",8.5,3
Lottery,"(3, 4]",2009,92,0,23,2,47,movie,0,False,True,False,2,23,['IN'],"Crime,Drama,Mystery",3.5,0
Going Home,"(7, 8]",1965,30,0,11,0,31,tvEpisode,0,False,True,False,1,11,['US'],Drama,7.5,0
Zenich uvízl,"(5, 6]",1976,42,0,9,19,19,tvMovie,0,False,True,False,1,9,['CSHH'],Comedy,5.5,0
Armored Core: Project Phantasma,"(7, 8]",1997,28,0,28,1,32,videoGame,0,False,True,False,1,28,['JP'],"Action,Adventure,Sci-Fi",7.5,0
Tom Petty & the Heartbreakers,"(8, 9]",1999,40,0,11,0,24,tvEpisode,0,False,True,False,1,11,['US'],"Biography,Documentary,Music",8.5,1
Khun chand ram,"(3, 4]",2022,88,0,8,3,22,movie,0,False,True,False,5,8,['TH'],"Comedy,Horror",3.5,0
Anxious America,"(8, 9]",2019,66,0,26,1,9,movie,0,False,True,False,1,26,['US'],Documentary,8.5,2
The Suzie Simone Caper,"(7, 8]",1970,51,0,38,1,36,tvEpisode,0,False,True,False,1,38,['US'],"Action,Adventure,Crime",7.5,0
Peek-a-Boo,"(7, 8]",1987,62,0,132,0,9,movie,0,False,True,True,1,132,['US'],Adult,7.5,0
The Last Day of the Rest of Your Life,"(8, 9]",1999,40,0,62,1,81,tvEpisode,0,False,True,False,1,62,['US'],"Drama,Family,Fantasy",8.5,0
Hester Street,"(6, 7]",1975,92,2,2048,8,73,movie,3,False,True,False,19,2048,['US'],"Drama,Romance",6.5,67
Episode #1.22,"(5, 6]",2006,40,0,13,0,121,tvEpisode,0,False,True,False,7,13,['TR'],"Action,Drama,Romance",5.5,0
"Otoko wa tsurai yo: Haikei, Kuruma Torajiro sama","(6, 7]",1994,101,0,72,23,38,movie,0,False,True,False,3,72,['JP'],"Comedy,Drama",6.5,1
Party Girl,"(6, 7]",1983,42,0,12,0,6,video,0,False,True,True,1,12,['US'],"Adult,Short",6.5,0
Am I Having Fun!,"(6, 7]",1936,18,0,10,8,28,short,0,False,True,False,1,10,['US'],"Comedy,Short",6.5,1
Sam's Women,"(7, 8]",1982,30,0,1227,11,76,tvEpisode,0,False,True,False,1,1227,['US'],"Comedy,Drama",7.5,6
Best Ed,"(5, 6]",2008,53,0,136,27,138,tvSeries,0,True,True,False,3,136,['CA'],"Animation,Comedy",5.5,0
La Storia,"(7, 8]",1986,240,0,136,3,74,tvSeries,0,True,True,False,13,136,"['IT', 'FR', 'XWG', 'ES']",Drama,7.5,3
W-PINK II,"(5, 6]",1986,67,0,116,0,16,video,0,False,True,True,1,116,['US'],"Adult,Comedy",5.5,1
Lost in the Bewilderness,"(8, 9]",2014,92,0,92,2,9,movie,1,False,True,False,3,92,"['GR', 'US']","Biography,Documentary,Family",8.5,1
The Stuff of Heroes,"(6, 7]",1995,21,0,10,9,4,tvEpisode,0,False,True,False,1,10,"['CA', 'US']","Action,Animation,Sci-Fi",6.5,0
Bob's Birthday,"(6, 7]",1993,12,3,1042,9,46,short,3,False,True,False,7,1043,"['CA', 'GB']","Animation,Comedy,Short",6.5,9
Sullivan & Son,"(6, 7]",2012,30,0,2297,52,334,tvSeries,0,True,True,False,7,2297,['US'],Comedy,6.5,42
La muñeca tetona,"(7, 8]",2017,13,3,37,1,26,short,0,False,True,False,1,37,['MX'],"Documentary,Short",7.5,0
The One Man Jury,"(5, 6]",1978,98,0,256,16,105,movie,0,False,True,False,15,256,['US'],"Action,Crime,Drama",5.5,15
El circo,"(6, 7]",1949,18,0,20,0,4,short,0,False,True,False,1,20,['ES'],Short,6.5,0
Karatel,"(7, 8]",1969,85,0,37,1,30,movie,0,False,True,False,3,37,['SUHH'],"Drama,Romance",7.5,0
"To Sir with... Ah, What the Heck... Love","(6, 7]",1992,30,0,96,1,71,tvEpisode,0,False,True,False,1,96,['US'],Comedy,6.5,0
Rock Video,"(6, 7]",1990,25,0,160,1,73,tvEpisode,0,False,True,False,1,160,['US'],"Adventure,Comedy,Drama",6.5,2
A Man Could Get Killed,"(5, 6]",1966,97,1,564,67,75,movie,0,False,True,False,24,564,['US'],"Comedy,Thriller",5.5,21
The Scooby-Doo Project,"(7, 8]",1999,16,1,1002,5,15,tvShort,0,False,True,False,2,1003,['US'],"Adventure,Animation,Comedy",7.5,10
Jagged Alliance: Deadly Games,"(8, 9]",1996,28,0,74,1,43,videoGame,0,False,True,False,1,74,"['CA', 'US']",Action,8.5,3
Aparan,"(9, 10]",2024,13,0,25,6,16,short,0,False,True,False,1,26,['AE'],"Comedy,Fantasy,Short",9.5,4
Falling for the Great Onizuka,"(8, 9]",1999,23,0,205,6,26,tvEpisode,0,False,True,False,1,205,['JP'],"Animation,Comedy,Drama",8.5,0
Desperate Chocolate,"(5, 6]",2015,21,0,12,1,20,short,0,False,True,False,1,12,['US'],"Comedy,Romance,Short",5.5,0
Now What?!,"(7, 8]",2016,53,0,36,21,40,tvSeries,0,True,True,False,5,37,['US'],"Comedy,Drama,Romance",7.5,2
Zoizoglyphes,"(5, 6]",2021,7,0,5,0,8,short,1,False,True,False,1,5,['FR'],"Animation,Short",5.5,0
Tata mía,"(6, 7]",1986,92,1,173,4,80,movie,2,False,True,False,3,173,['ES'],"Comedy,Drama",6.5,1
"Frau Rettich, die Czerni und ich","(6, 7]",1998,95,0,246,6,174,movie,1,False,True,False,3,246,['DE'],Comedy,6.5,6
Dedka i repka,"(6, 7]",1970,3,0,12,2,13,tvShort,0,False,True,False,5,12,['SUHH'],"Animation,Comedy,Short",6.5,0
Tag 21: Ich gebe dir auch gerne meine Nummer,"(6, 7]",2020,117,0,6,1,304,tvEpisode,0,False,True,False,1,6,['DE'],"Game-Show,Reality-TV",6.5,0
Maribel y la extraña familia,"(6, 7]",1960,98,2,125,19,54,movie,0,False,True,False,4,126,['ES'],Comedy,6.5,2
Al Shaweesh Hassan,"(3, 4]",1988,100,0,11,1,11,movie,0,False,True,False,1,11,['EG'],Action,3.5,0
Bei Thea,"(7, 8]",1988,81,2,15,0,45,tvMovie,0,False,True,False,1,15,['XWG'],Drama,7.5,1
Murder at Monte Carlo,"(7, 8]",1935,70,0,48,5,21,movie,0,False,True,False,2,48,['GB'],"Crime,Drama",7.5,0
Shark Tale: Learn to Dance,"(7, 8]",2005,71,0,26,1,8,video,0,False,True,False,2,26,['US'],"Documentary,Short",7.5,1
La cruz de un ángel,"(4, 5]",1929,32,0,9,2,15,short,0,False,True,False,1,9,['VE'],"Drama,Short",4.5,0
Age Doesn't Matter,"(6, 7]",1981,120,0,15,0,19,movie,0,False,True,False,3,15,['PH'],Comedy,6.5,0
Deception,"(7, 8]",1946,115,0,4267,114,88,movie,0,False,True,False,22,4267,['US'],"Drama,Film-Noir,Music",7.5,105
Stadtficker 5,"(8, 9]",2014,142,0,7,0,8,video,0,False,True,True,1,7,['DE'],Adult,8.5,0
Warlords,"(6, 7]",1981,28,0,46,1,2,videoGame,0,False,True,False,1,46,['US'],"Family,Fantasy",6.5,0
Paisà,"(7, 8]",1946,120,10,9772,40,58,movie,2,False,True,False,28,9774,['IT'],"Drama,War",7.5,93
I Gonna Fuck You Back to the Stoneage,"(6, 7]",1989,92,0,71,0,1,movie,0,False,True,False,1,71,['AT'],"Documentary,Sport",6.5,2
The Gift of the Koodjanuk,"(8, 9]",1963,60,0,18,0,30,tvEpisode,0,False,True,False,1,18,['US'],Drama,8.5,0
Dialog över druvor,"(6, 7]",2002,71,0,13,0,16,video,0,False,True,False,1,13,['SE'],"Drama,Short",6.5,0
Pilot,"(7, 8]",2020,47,0,2701,117,375,tvEpisode,0,False,True,False,1,2702,['US'],"Crime,Drama,Mystery",7.5,16
Il faut sauver Saïd,"(5, 6]",2008,90,0,15,0,31,tvMovie,0,False,True,False,2,15,['FR'],"Drama,Family",5.5,0
Dr. Jekyll and Mr. Hyde,"(4, 5]",2008,89,0,1371,5,113,tvMovie,0,False,True,False,11,1371,['CA'],"Horror,Sci-Fi,Thriller",4.5,34
A Piece of the Roc,"(8, 9]",1992,40,0,11,0,22,tvEpisode,0,False,True,False,1,11,['US'],"Comedy,Drama",8.5,0
Metsänpeitto,"(6, 7]",2012,21,0,14,0,16,short,0,False,True,False,4,14,['FI'],"Biography,Documentary,Fantasy",6.5,0
Vocational Education,"(6, 7]",1983,40,0,92,1,42,tvEpisode,0,False,True,False,1,92,['US'],"Comedy,Family,Music",6.5,0
Fly Away Home: Part I,"(7, 8]",1961,50,0,109,11,40,tvEpisode,0,False,True,False,1,109,['US'],"Adventure,Crime,Drama",7.5,3
Merupu,"(6, 7]",1996,92,0,11,2,12,movie,0,False,True,False,1,11,['IN'],Action,6.5,0
Kiberpapa,"(6, 7]",2023,30,0,49,2,87,tvSeries,0,True,True,False,1,49,['RU'],Comedy,6.5,0
Ralph Macchio,"(3, 4]",2022,40,0,10,0,12,tvEpisode,0,False,True,False,1,10,['US'],Talk-Show,3.5,0
Namjachingoo,"(7, 8]",2018,60,0,2572,243,25,tvSeries,0,True,True,False,21,2580,['KR'],"Drama,Romance",7.5,70
Amala Kamala,"(4, 5]",1971,73,0,17,4,28,tvMovie,0,False,True,False,1,17,['SE'],Drama,4.5,0
Jig-a-Bobo,"(8, 9]",2020,59,0,2193,18,633,tvEpisode,0,False,True,False,1,2192,['US'],"Drama,Fantasy,Horror",8.5,32
Poétique du cerveau,"(6, 7]",2015,66,0,9,2,11,movie,0,False,True,False,2,9,"['FR', 'IL']",Documentary,6.5,0
El sudor de los ruiseñores,"(7, 8]",1998,117,0,34,1,48,movie,0,False,True,False,2,34,['ES'],"Drama,Musical,Romance",7.5,1
"Into That Good Night, Part I","(6, 7]",1997,40,0,277,1,109,tvEpisode,0,False,True,False,1,277,['US'],"Comedy,Drama",6.5,1
El báculo de Ayshel,"(7, 8]",2020,40,0,24,0,33,tvEpisode,0,False,True,False,1,24,['ES'],"Action,Adventure,Animation",7.5,2
Bound Destiny,"(5, 6]",1994,58,0,17,0,6,video,0,False,True,False,1,17,['US'],Adventure,5.5,1
Ddeoss-da! Pae-mil-li,"(5, 6]",2015,53,0,20,1,14,tvSeries,2,True,True,False,5,20,['KR'],"Comedy,Drama,Romance",5.5,0
Chalk,"(6, 7]",1997,30,0,139,15,91,tvSeries,0,True,True,False,4,139,['GB'],Comedy,6.5,8
Episode #1.569,"(5, 6]",1990,28,0,9,0,17,tvEpisode,0,False,True,False,7,9,['GB'],"Crime,Drama,Romance",5.5,0
H2O: Just Add Water: Metamorphosis - Season 1 Movie,"(6, 7]",2007,90,0,14,0,5,tvMovie,0,False,True,False,2,15,['AU'],"Family,Fantasy",6.5,0
Riot in Juvenile Prison,"(4, 5]",1959,71,0,157,12,38,movie,0,False,True,False,7,157,['US'],"Crime,Drama,Thriller",4.5,10
Bouncing Back,"(7, 8]",2016,43,0,2722,19,250,tvEpisode,0,False,True,False,1,2723,['US'],"Action,Adventure,Drama",7.5,12
Lee Hurst: Live,"(6, 7]",1997,73,0,11,3,2,video,0,False,True,False,1,11,['GB'],"Comedy,Documentary",6.5,0
A Good Game--Karloff & Lugosi at Universal--Part Two--The Raven,"(7, 8]",2019,71,0,8,1,18,video,0,False,True,False,1,8,['US'],"Documentary,Short",7.5,0
Inside the Simpsons,"(7, 8]",2023,53,0,13,4,64,tvSeries,0,True,True,False,1,13,['DE'],Documentary,7.5,0
The Cure for Insomnia,"(4, 5]",1987,92,1,422,1,5,movie,0,False,True,False,12,422,['US'],"Documentary,Music",4.5,6
Les trois cousins,"(8, 9]",1970,21,0,13,3,11,short,0,False,True,False,1,13,['FR'],"Comedy,Drama,Short",8.5,1
Antenna,"(7, 8]",2006,12,0,186,1,42,tvEpisode,0,False,True,False,1,187,['US'],"Animation,Comedy",7.5,0
16 and Missing,"(4, 5]",2015,87,0,447,107,56,tvMovie,0,False,True,False,9,447,['US'],Thriller,4.5,15
L'esclave blanche,"(6, 7]",1939,98,0,63,5,57,movie,0,False,True,False,12,63,['FR'],"Comedy,Drama",6.5,2
Another Country,"(8, 9]",1990,47,0,88,1,62,tvEpisode,0,False,True,False,1,88,['US'],"Drama,Romance",8.5,0
Un piede in paradiso,"(5, 6]",1991,95,0,1406,35,101,movie,0,False,True,False,14,1406,['IT'],"Comedy,Fantasy",5.5,3
The Notorious Sophie Lang,"(6, 7]",1934,64,0,93,7,52,movie,0,False,True,False,12,93,['US'],"Comedy,Crime",6.5,11
Kylie Jenner: Billion Dollar Baby,"(0, 1]",2020,92,0,191,1,16,movie,0,False,True,False,2,191,['GB'],"Biography,Documentary",0.5,0
Episode #3.1,"(8, 9]",2020,40,0,33,0,9,tvEpisode,0,False,True,False,7,33,['GB'],"Game-Show,Reality-TV",8.5,0
Turn Off Your Bloody Phone: FFIDENT20,"(3, 4]",2019,6,0,6,1,38,short,0,False,True,False,1,6,['GB'],"Comedy,Short",3.5,0
2018: The Ultimate Test,"(6, 7]",2021,111,0,68,2,24,movie,0,False,True,False,4,68,['US'],Documentary,6.5,0
Une conquête,"(6, 7]",1909,13,0,11,0,4,short,0,False,True,False,6,11,['FR'],"Comedy,Short",6.5,0
Animal Hospital,"(7, 8]",1994,30,5,71,3,31,tvSeries,1,True,True,False,3,71,['GB'],Documentary,7.5,0
Breaking,"(2, 3]",2007,12,1,47,1,16,short,1,False,True,False,1,47,['GB'],Short,2.5,0
The Slave,"(5, 6]",1909,13,0,50,1,19,short,0,False,True,False,1,50,['US'],"Drama,Short",5.5,3
Aatomik,"(5, 6]",1970,9,0,54,9,6,short,0,False,True,False,2,54,['SUHH'],"Animation,Sci-Fi,Short",5.5,0
Frauenehre,"(6, 7]",1918,13,0,7,0,11,short,0,False,True,False,1,7,['AT'],Short,6.5,0
MotorStorm: Apocalypse,"(6, 7]",2011,28,0,183,2,40,videoGame,0,False,True,False,2,183,['GB'],Action,6.5,2
Moeder Suriname,"(7, 8]",2023,71,0,22,0,9,movie,0,False,True,False,1,22,['NL'],Documentary,7.5,1
Outlaw Treasure,"(8, 9]",1955,65,0,59,2,25,movie,0,False,True,False,6,59,['US'],Western,8.5,0
Much Ado About Nothing,"(6, 7]",1978,81,0,35,1,10,tvMovie,0,False,True,False,2,35,"['GB', 'US']","Comedy,Romance",6.5,0
Never Say When,"(7, 8]",2015,20,0,50,1,78,tvEpisode,0,False,True,False,1,50,['US'],Comedy,7.5,0
Whispering Smith Speaks,"(7, 8]",1935,65,0,53,6,27,movie,0,False,True,False,7,53,['US'],Western,7.5,2
Clon,"(6, 7]",2005,95,0,20,1,19,movie,0,False,True,False,1,20,['AR'],"Drama,Sci-Fi,Thriller",6.5,0
"Oh, Those Hats!","(6, 7]",1963,30,0,37,1,38,tvEpisode,0,False,True,False,1,37,['US'],"Comedy,Family,Fantasy",6.5,0
Robert Preston,"(7, 8]",1963,30,0,23,1,20,tvEpisode,0,False,True,False,1,23,['US'],"Family,Game-Show",7.5,0
A Shot in the Dark,"(6, 7]",1981,30,0,97,0,42,tvEpisode,0,False,True,False,1,97,['US'],Comedy,6.5,0
Utan dig,"(7, 8]",2003,29,0,8,1,18,short,0,False,True,False,3,8,['SE'],"Drama,Short",7.5,0
Choices,"(9, 10]",2020,40,0,35,1,47,tvEpisode,0,False,True,False,1,35,['IN'],Drama,9.5,0
"The Long, Long Trail","(6, 7]",1929,58,0,22,2,21,movie,0,False,True,False,4,22,['US'],Western,6.5,1
The Garden House,"(7, 8]",1964,51,0,226,13,43,tvEpisode,0,False,True,False,1,226,['US'],"Adventure,Crime,Drama",7.5,7
Episode #1.101,"(1, 2]",1965,105,0,114,0,11,tvEpisode,0,False,True,False,7,114,['US'],Talk-Show,1.5,0
Guns of Banaras,"(5, 6]",2020,134,0,251,1,96,movie,0,False,True,False,3,251,['IN'],Action,5.5,2
Korosu no yameta!! Majin Bû yoi ko sengen,"(7, 8]",1995,24,0,1256,1,55,tvEpisode,0,False,True,False,1,1257,['JP'],"Action,Adventure,Animation",7.5,2
"You're a Good Man, Andy Brown","(7, 8]",2006,43,0,67,1,90,tvEpisode,0,False,True,False,1,67,['US'],Drama,7.5,0
The Gloves Are On,"(7, 8]",2016,42,0,643,6,109,tvEpisode,0,False,True,False,1,645,['US'],"Drama,Mystery,Romance",7.5,3
The Fighting Redhead,"(6, 7]",1949,92,0,62,9,41,movie,0,False,True,False,2,62,['US'],Western,6.5,4
Gaiji keisatsu: Sono otoko ni damasareruna,"(6, 7]",2012,128,0,73,1,37,movie,0,False,True,False,5,73,['JP'],Drama,6.5,1
"Hear Me, Touch Me, Heal Me","(8, 9]",2002,44,0,18,1,51,tvEpisode,0,False,True,False,1,18,['AU'],Drama,8.5,0
Wahlkampf 1932 (Letzte Wahl),"(6, 7]",1932,13,0,22,0,4,short,0,False,True,False,1,22,['DE'],"Documentary,Short",6.5,0
A Little Late to Grow a Pair,"(8, 9]",2016,52,0,1812,8,275,tvEpisode,0,False,True,False,1,1815,['US'],"Action,Crime,Drama",8.5,4
Sailor Beware,"(6, 7]",1927,20,0,14,3,9,short,0,False,True,False,1,14,['US'],"Comedy,Short",6.5,2
Wind Fever,"(6, 7]",1966,60,0,10,31,32,tvEpisode,0,False,True,False,1,10,['US'],"Adventure,Comedy,Crime",6.5,2
Les rois mongols,"(7, 8]",2017,102,3,343,16,118,movie,12,False,True,False,7,343,['CA'],Drama,7.5,11
1818,"(4, 5]",1997,101,0,11,1,15,movie,0,False,True,False,3,11,['KR'],Drama,4.5,0
Tag für Tag,"(8, 9]",1965,90,0,14,0,13,tvMovie,0,False,True,False,1,14,['XWG'],Drama,8.5,0
Future Shock,"(6, 7]",1990,24,0,50,1,61,tvEpisode,0,False,True,False,1,50,['US'],"Comedy,Family",6.5,0
Aathma Bandhuvu,"(7, 8]",1962,92,0,31,1,16,movie,0,False,True,False,1,31,['IN'],Drama,7.5,1
"The Reason Super High School-Level Bad Luck Attracted Super High School-Level Murder, Super High School-Level Execution and Super High School-Level Despair","(7, 8]",2013,24,0,100,1,24,tvEpisode,0,False,True,False,1,100,['JP'],"Action,Animation,Crime",7.5,0
Kalosorises erota,"(8, 9]",1985,71,0,11,1,15,video,0,False,True,False,1,11,['GR'],"Comedy,Romance",8.5,0
Anushka,"(7, 8]",2020,50,0,45,0,427,tvEpisode,0,False,True,False,1,45,['ES'],"Drama,Thriller",7.5,0
The Flaming Heart,"(5, 6]",2021,53,0,159,8,16,tvSeries,0,True,True,False,4,159,['CN'],"Action,Drama",5.5,0
Belushi's Toilet,"(4, 5]",2014,53,1,194,7,94,tvSeries,1,True,True,False,1,194,['CA'],"Comedy,Drama,Sci-Fi",4.5,2
Lightning Triggers,"(5, 6]",1935,58,0,19,7,31,movie,0,False,True,False,5,19,['US'],Western,5.5,0
Bragas húmedas,"(5, 6]",1984,92,0,13,0,7,movie,0,False,True,False,2,13,['ES'],Drama,5.5,0
Pfeile im Tennengau,"(6, 7]",1997,47,0,10,0,43,tvEpisode,0,False,True,False,1,10,['AT'],"Comedy,Crime",6.5,0
Rupan sansei: Walther P38,"(7, 8]",1997,93,0,569,5,240,tvMovie,0,False,True,False,7,570,['JP'],"Action,Adventure,Animation",7.5,11
Lalpurja,"(9, 10]",1995,53,0,18,1,7,tvSeries,0,True,True,False,1,18,['NP'],"Comedy,Drama",9.5,0
Wiz Khalifa,"(8, 9]",2019,40,0,6,0,165,tvEpisode,0,False,True,False,1,6,['US'],Comedy,8.5,0
The Unclean Green,"(7, 8]",1960,30,0,8,86,36,tvEpisode,0,False,True,False,1,8,['US'],"Adventure,Crime,Drama",7.5,1
Mary Reilly,"(5, 6]",1996,108,0,15979,31,198,movie,6,False,True,False,31,15983,"['US', 'GB']","Drama,Horror,Romance",5.5,170
Iowa Is Closed Today,"(8, 9]",2010,24,0,8,0,54,short,0,False,True,False,1,8,['US'],"Comedy,Short",8.5,0
Furin,"(6, 7]",1965,90,0,11,1,13,movie,0,False,True,False,2,11,['JP'],Drama,6.5,1
Hit Men,"(8, 9]",2016,88,0,13,4,34,movie,0,False,True,False,2,13,['US'],Drama,8.5,0
The Night of the Wolf,"(7, 8]",1967,40,0,181,2,38,tvEpisode,0,False,True,False,1,181,['US'],"Action,Adventure,Western",7.5,2
Andrew Dice Clay: Assume the Position,"(7, 8]",1996,82,0,69,1,8,tvSpecial,0,False,True,False,1,69,['US'],"Comedy,Documentary",7.5,3
Ahí vienen los Argumedo,"(7, 8]",1962,92,0,6,1,28,movie,0,False,True,False,1,6,['MX'],"Drama,Western",7.5,0
Holy Punch,"(5, 6]",2024,98,0,26,1,5,movie,0,False,True,False,8,26,['KR'],"Action,Drama",5.5,0
Return to Sender,"(7, 8]",2018,13,0,7,12,116,short,0,False,True,False,1,7,['CA'],"Adventure,Comedy,Fantasy",7.5,0
Speaking Directly,"(7, 8]",1973,110,0,61,0,4,movie,0,False,True,False,1,61,['US'],"Documentary,Drama",7.5,2
How to Save a Life,"(8, 9]",2024,42,0,107,15,206,tvEpisode,0,False,True,False,1,108,"['CA', 'US']",Drama,8.5,0
Staff Room,"(7, 8]",2014,53,0,15,1,69,tvSeries,0,True,True,False,1,15,['GB'],Comedy,7.5,0
First Jump,"(6, 7]",2020,28,0,23,6,4,videoGame,0,False,True,False,1,23,['TR'],Action,6.5,0
Príklady táhnou,"(7, 8]",1939,85,0,57,1,27,movie,0,False,True,False,2,57,['CSHH'],Comedy,7.5,0
"Yves Montand, l'ombre au tableau","(7, 8]",2016,55,0,11,5,18,tvEpisode,0,False,True,False,2,11,['FR'],"Biography,Documentary",7.5,0
The Little Fish,"(6, 7]",1993,45,0,175,1,99,tvEpisode,0,False,True,False,1,176,['US'],"Drama,Romance",6.5,1
